name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof
tetrsark;Tetris (D.R. Korea) [Wrong colors];198?;D.R. Korea;YES;-;NO;-;-
missw02;Miss World 2002;2002;Daigom;YES;-;NO;-;-
sucasino;Super Casino;1984;Data Amusement;YES;-;NO;-;-
chainrec;Chain Reaction (World, Version 2.2, 1995.09.25);1995;Data East;YES;-;NO;-;-
joemacr;Joe & Mac Returns (World, Version 1.1, 1994.05.27);1994;Data East;YES;-;NO;-;-
birdtry;Birdie Try (Japan);1988;Data East Corporation;YES;-;NO;-;-
boogwing;Boogie Wings (Euro v1.5, 92.12.07);1992;Data East Corporation;YES;-;NO;-;-
dietgo;Diet Go Go (Euro v1.1 1992.09.26);1992;Data East Corporation;YES;-;NO;-;-
nob;Noboranka (Japan);1986;Data East Corporation;YES;-;NO;-;-
pktgaldx;Pocket Gal Deluxe (Euro v3.00);1992;Data East Corporation;YES;-;NO;-;-
rockduck;Rock Duck (prototype?) [incorrect colors];1983;Datel SAS;YES;-;NO;-;-
tdpgal;Triple Draw Poker [Bootleg];1983;Design Labs / Thomas Automatics;YES;-;NO;-;-
unclepoo;Uncle Poo;1983;Diatec;YES;-;NO;-;-
pangpang;Pang Pang;1994;Dong Gue La Mi Ltd.;YES;-;NO;-;-
flytiger;Flying Tiger (set 1);1992;Dooyong;YES;-;NO;-;-
gundl94;Gun Dealer '94;1994;Dooyong;YES;-;NO;-;-
popbingo;Pop Bingo;1996;Dooyong;YES;-;NO;-;-
sadari;Sadari;1993;Dooyong (NTC license);YES;-;NO;-;-
mastkin;The Masters of Kin [Colors are wrong];1988;Du Tech;YES;-;NO;-;-
buccanrs;Buccaneers (set 1);1989;Duintronic;YES;-;NO;-;-
bigbucks;Big Bucks;1986;Dynasoft Inc.;YES;-;NO;-;-
quiz18k;Miyasu Nonki no Quiz 18-Kin;1992;EIM;YES;-;NO;-;-
jjparads;Jan Jan Paradise;1996;Electro Design;YES;skns;NO;-;-
jjparad2;Jan Jan Paradise 2;1997;Electro Design;YES;skns;NO;-;-
teljan;Tel Jan;1999;Electro Design;YES;skns;NO;-;-
ryouran;VS Mahjong Otome Ryouran;1998;Electro Design;YES;skns;NO;-;-
mwarr;Mighty Warriors;199?;Elettronica Video-Games S.R.L.;YES;-;NO;-;-
twinbrat;Twin Brats (set 1);1995;Elettronica Video-Games S.R.L.;YES;-;NO;-;-
trvmstr;Trivia Master (set 1);1985;Enerdyne Technologies Inc.;YES;-;NO;-;-
bwcasino;Boardwalk Casino;1983;EPOS Corporation;YES;-;NO;-;-
eeekk;Eeekk!;1984;Epos Corporation;YES;-;NO;-;-
igmo;IGMO [Incorrect Colors];1984;Epos Corporation;YES;-;NO;-;-
revngr84;Revenger '84 (set 1);1984;Epos Corporation;YES;-;NO;-;-
dealer;The Dealer [Incorrect Colors];198?;Epos Corporation;YES;-;NO;-;-
deluxe5;Deluxe 5 (ver. 0107, 07/01/2000, set 1);2000;ESD;YES;-;NO;-;-
jumppop;Jumping Pop (set 1);2001;ESD;YES;-;NO;-;-
mchampdx;Multi Champ Deluxe (ver. 0106, 06/01/2000);2000;ESD;YES;-;NO;-;-
swatpolc;SWAT Police;2001;ESD;YES;-;NO;-;-
tangtang;Tang Tang (ver. 0526, 26/05/2000);2000;ESD;YES;-;NO;-;-
vmetal;Varia Metal;1995;Excellent System;YES;-;NO;-;-
bestri;Bestri (Korea);1998;F2 System;YES;-;NO;-;-
mgakuen2;Mahjong Gakuen 2 Gakuen-chou no Fukushuu;1989;Face;YES;-;NO;-;-
metlsavr;Metal Saver;1994;First Amusement;YES;-;NO;-;-
fball;Fire Ball (FM Work) [Black Bar on the left side is normal.];1992;FM Work;YES;-;NO;-;-
alinvade;Alien Invaders [preliminary sound];198?;Forbes?;YES;-;NO;-;-
asurabus;Asura Buster - Eternal Warriors (Japan);2000;Fuuki;YES;-;NO;-;-
loverboy;Lover Boy;1983;G.T Enterprise Inc;YES;-;NO;-;-
squash;Squash (Ver. 1.0);1992;Gaelco;YES;-;NO;-;-
thoop;Thunder Hoop (Ver. 1);1992;Gaelco;YES;-;NO;-;-
suprtrio;Super Trio;1994;Gameace;YES;-;NO;-;-
joinem;Joinem;1986;Global Corporation;YES;-;NO;-;-
striv;Super Triv [No sound];1985;Hara Industries;YES;-;NO;-;-
himesiki;Himeshikibu (Japan);1989;Hi-Soft;YES;-;NO;-;-
hangzo;Hangzo (Japan, prototype) [Prototype];1992;Hot-B;YES;-;NO;-;-
schmeisr;Schmeiser Robo (Japan);1993;Hot-B;YES;-;NO;-;-
plgirls;Play Girls;1992;Hot-B Co., Ltd.;YES;-;NO;-;-
plgirls2;Play Girls 2;1993;Hot-B Co., Ltd.;YES;-;NO;-;-
aliencha;Alien Challenge (World) [Imperfect sound];1994;IGS;YES;-;NO;-;-
ddp2;Bee Storm - DoDonPachi II (V102, World);2001;IGS;YES;pgm;NO;-;-
dmnfrnt;Demon Front (V105);2002;IGS;YES;pgm;NO;-;-
drgw2;Dragon World II (V110X, World);1997;IGS;YES;pgm;NO;-;-
happy6;Happy 6-in-1 (V102 - V101MK, China);2004;IGS;YES;pgm;NO;-;-
kov;Knights of Valour - Sangoku Senki (V117);1999;IGS;YES;pgm;NO;-;-
kov2;Knights of Valour 2 (V107, 102, 100, Hong Kong);2000;IGS;YES;pgm;NO;-;-
kov2p;Knights of Valour 2 Plus - Nine Dragons (VM205XX, China);2001;IGS;YES;pgm;NO;-;-
kovplus;Knights of Valour Plus - Sangoku Senki Plus (V119);1999;IGS;YES;pgm;NO;-;-
kovshp;Knights of Valour Super Heroes Plus / Sangoku Senki Super Heroes Plus (ver. 101) [Imperfect Protection Emulation];2004;IGS;YES;pgm;NO;-;-
kovytzy;Knights of Valour: Yi Tong Zhong Yuan / Sangoku Senki: Yi Tong Zhong Yuan (ver. 201, China) [Imperfect Protection Emulation];1999;IGS;YES;pgm;NO;-;-
martmast;Martial Masters (V104, 102, 102, USA);2001;IGS;YES;pgm;NO;-;-
oldsplus;Oriental Legend Special Plus / Xi You Shi E Zhuan Super Plus (ver. 205) [Incomplete Dump];2004;IGS;YES;pgm;NO;-;-
olds;Oriental Legend Super (V101, Korea) [Imperfect Protection Emulation];1999;IGS;YES;pgm;NO;-;-
puzlstar;Puzzle Star (V100MG) [Incomplete dump];1999;IGS;YES;pgm;NO;-;-
puzzli2;Puzzli 2 (V100) [Incomplete dump];1999;IGS;YES;pgm;NO;-;-
svg;S.V.G. - Spectral vs Generation (V200, China);2005;IGS;YES;pgm;NO;-;-
theglad;The Gladiator - Road Of The Sword / Shen Jian (V101) [Incomplete Dump];2003;IGS;YES;pgm;NO;-;-
killbld;The Killing Blade (V109, China);1998;IGS;YES;pgm;NO;-;-
killbldp;The Killing Blade Plus (V300);2005;IGS;YES;pgm;NO;-;-
dw2001;Dragon World 2001 (V100, Japan) [Bad sound?];2001;IGS (Alta Co., LTD License);YES;pgm;NO;-;-
dwpc;Dragon World Pretty Chance (V101, Japan) [Bad sound?];2001;IGS (Alta Co., LTD License);YES;pgm;NO;-;-
funybubl;Funny Bubble;1999;In Chang Electronic Co;YES;-;NO;-;-
egghunt;Egg Hunt;1995;Invi Image;YES;-;NO;-;-
airass;Air Assault (World);1993;Irem;YES;-;NO;-;-
ltswords;Lightning Swords;1991;Irem;YES;-;NO;-;-
quizf1;Quiz F1 1-2 Finish (Japan);1992;Irem;YES;-;NO;-;-
shinfz;Shinobi / FZ-2006 (Korean System 16 bootleg) (ISG Selection Master Type 2006);2006;ISG;YES;isgsm;NO;-;-
tetrbx;Tetris / Bloxeed (Korean System 16 bootleg) (ISG Selection Master Type 2006);2006;ISG;YES;isgsm;NO;-;-
hayaosi1;Hayaoshi Quiz Ouza Ketteisen - The King Of Quiz;1993;Jaleco;YES;-;NO;-;-
kazan;Ninja Kazan (World);1988;Jaleco;YES;-;NO;-;-
pturn;Parallel Turn;1984;Jaleco;YES;-;NO;-;-
peekaboo;Peek-a-Boo!;1993;Jaleco;YES;-;NO;-;-
rockn3;Rock'n 3 (Japan);1999;Jaleco;YES;-;NO;-;-
rockn2;Rock'n Tread 2 (Japan);1999;Jaleco;YES;-;NO;-;-
soldam;Soldam;1992;Jaleco;YES;-;NO;-;-
rockn4;Rock'n 4 (Japan, prototype);2000;Jaleco / PCCWJ;YES;-;NO;-;-
finalttr;Final Tetris;1993;Jeil Computer System;YES;-;NO;-;-
bongo;Bongo;1983;Jetsoft;YES;-;NO;-;-
explbrkr;Explosive Breaker;1992;Kaneko;YES;-;NO;-;-
galpanic;Gals Panic (Unprotected);1990;Kaneko;YES;-;NO;-;-
galpani4;Gals Panic 4 (Japan);1996;Kaneko;YES;skns;NO;-;-
galpanis;Gals Panic S - Extra Edition (Europe);1997;Kaneko;YES;skns;NO;-;-
galpans2;Gals Panic S2 (Europe);1999;Kaneko;YES;skns;NO;-;-
galpans3;Gals Panic S3 (Japan);2002;Kaneko;YES;skns;NO;-;-
jchan2;Jackie Chan in Fists of Fire;1995;Kaneko;YES;-;NO;-;-
packbang;Pack'n Bang Bang (Prototype);1994;Kaneko;YES;-;NO;-;-
vsgongf;VS Gong Fight;1984;Kaneko;YES;-;NO;-;-
hvyunit;Heavy Unit (World);1988;Kaneko / Taito;YES;-;NO;-;-
ladymstr;Lady Master of Kung Fu;1985;Kaneko / Taito;YES;-;NO;-;-
chqflag;Chequered Flag;1988;Konami;YES;-;NO;-;-
kontest;Konami Test Board (GX800, Japan);1987?;Konami;YES;-;NO;-;-
mmaulers;Monster Maulers (ver EAA);1993;Konami;YES;-;NO;-;-
qgakumon;Quiz Gakumon no Susume (Japan ver. JA2 Type L);1993;Konami;YES;-;NO;-;-
scotrsht;Scooter Shooter;1985;Konami;YES;-;NO;-;-
sbishi;Super Bishi Bashi Championship (ver JAA, 2 Players) [Imperfect gfx (bad priorities)];1998;Konami;YES;-;NO;-;-
suratk;Surprise Attack (World ver. K);1990;Konami;YES;-;NO;-;-
moomesa;Wild West C.O.W.-Boys of Moo Mesa (ver EAB);1992;Konami;YES;-;NO;-;-
zigzagb;Zig Zag (Galaxian hardware, set 1);1982;LAX;YES;-;NO;-;-
mj4simai;Wakakusamonogatari Mahjong Yonshimai (Japan);1996;Maboroshi Ware;YES;-;NO;-;-
birdiy;Birdiy;1982;Mama Top;YES;-;NO;-;-
gunmast;Gun Master;1994;Metro;YES;-;NO;-;-
msgogo;Mouse Shooter GoGo;1995;Metro;YES;-;NO;-;-
ad2083;A.D. 2083 [Incomplete Sound];1983;Midcoin;YES;-;NO;-;-
nbamht;NBA Maximum Hangtime (rev 1.03 06/09/97);1996;Midway;YES;-;NO;-;-
wlstar;Wonder League Star - Sok-Magicball Fighting (Korea);1995;Mijin;YES;-;NO;-;-
dblpoint;Double Point;1995;Min Corp.;YES;-;NO;-;-
gumbo;Gumbo;1994;Min Corp.;YES;-;NO;-;-
msbingo;Miss Bingo;1994;Min Corp.;YES;-;NO;-;-
mspuzzle;Miss Puzzle;1994;Min Corp.;YES;-;NO;-;-
charlien;Charlie Ninja;1995;Mitchell;YES;-;NO;-;-
choko;Choko (010820 Japan);2001;Mitchell;YES;-;NO;-;-
dblewing;Double Wings;1993;Mitchell;YES;-;NO;-;-
jyangoku;Jyangokushi  -Haoh no Saihai- (990527 Japan);1999;Mitchell;YES;-;NO;-;-
mpang;Mighty! Pang (001010 Euro);2000;Mitchell;YES;-;NO;-;-
osman;Osman (World);1996;Mitchell;YES;-;NO;-;-
prtytime;Party Time: Gonta the Diver II / Ganbare! Gonta!! 2 (World Release);1995;Mitchell;YES;-;NO;-;-
pkladies;Poker Ladies;1989;Mitchell;YES;-;NO;-;-
3kokushi;Sankokushi (Japan) [Graphics corruption on score/bonus screen is normal];1996;Mitchell;YES;-;NO;-;-
catacomb;Catacomb [Bad Colours];1982;MTM Games;YES;-;NO;-;-
nmk004;NMK004 Internal ROM [internal rom];1990;N M K Corporation;YES;-;NO;-;-
aliensec;Alien Sector;1985;Namco;YES;-;NO;-;-
myangel;Kosodate Quiz My Angel (Japan);1996;Namco;YES;-;NO;-;-
myangel2;Kosodate Quiz My Angel 2 (Japan);1996;Namco;YES;-;NO;-;-
navarone;Navarone;1980;Namco;YES;-;NO;-;-
sos;SOS;1980;Namco;YES;-;NO;-;-
sws;Super World Stadium (Japan);1992;Namco;YES;-;NO;-;-
androidp;Android (prototype, later build);198?;Nasco;YES;-;NO;-;-
dacholer;Dacholer;1983;Nichibutsu;YES;-;NO;-;-
kickboy;Kick Boy;1983;Nichibutsu;YES;-;NO;-;-
kozure;Kozure Ookami (Japan);1987;Nichibutsu;YES;-;NO;-;-
ninjemak;Ninja Emaki (US);1986;Nichibutsu;YES;-;NO;-;-
skyrobo;Sky Robo;1989;Nichibutsu;YES;-;NO;-;-
itaten;Itazura Tenshi (Japan);1984;Nichibutsu / Alice;YES;-;NO;-;-
drgnbowl;Dragon Bowl;1992;Nics;YES;-;NO;-;-
countrun;Counter Run (NS6201-A 1988.3) [Please use countrunb instead!];1988;Nihon System (Sega license);YES;-;NO;-;-
arcadian;Arcadia (NMK);1994;NMK;YES;-;NO;-;-
hachamf;Hacha Mecha Fighter (19th Sep. 1991) [Use the unprotected bootleg, instead!];1991;NMK;YES;nmk004;NO;-;-
riot;Riot;1992;NMK;YES;-;NO;-;-
cannonbp;Cannon Ball (Pacman Hardware) [wrong colors];198?;Novomatic;YES;-;NO;-;-
heuksun;Heuk Sun Baek Sa (Korea);199?;Oksan / F2 System;YES;-;NO;-;-
dodgeman;Dodge Man;1983;Omori Electric Co., Ltd.;YES;-;NO;-;-
rpatrol;River Patrol (Orca);1981;Orca;YES;-;NO;-;-
moguchan;Mogu Chan (bootleg?);1982;Orca (Eastern Commerce Inc. license);YES;-;NO;-;-
1945kiii;1945k III (newer, OPCX2 PCB);2000;Oriental Soft;YES;-;NO;-;-
agress;Agress;1991;Palco;YES;-;NO;-;-
puzzlove;PuzzLove;1994;Para;YES;-;NO;-;-
silvmil;Silver Millennium;1995;Para;YES;-;NO;-;-
fghtbskt;Fighting Basketball;1984;Paradise Co. Ltd.;YES;-;NO;-;-
bikkuric;Bikkuri Card (Japan);1987;Peni Soft;YES;-;NO;-;-
lockonph;Lock On (Philko);1991;Philco;YES;-;NO;-;-
snapper;Snapper (Korea);1990;Philko;YES;-;NO;-;-
twinfalc;Twin Falcons;1989;Philko (Poara Enterprises license);YES;-;NO;-;-
bigtwin;Big Twin;1995;Playmark;YES;-;NO;-;-
drtomy;Dr. Tomy;1993;Playmark;YES;-;NO;-;-
excelsr;Excelsior (set 1);1996;Playmark;YES;-;NO;-;-
hotmind;Hot Mind (Hard Times hardware);1996;Playmark;YES;-;NO;-;-
kf2k3pcb;The King of Fighters 2003 (Japan, JAMMA PCB);2003;Playmore / Capcom;YES;-;NO;-;-
news;News (set 1);1993;Poby / Virus;YES;-;NO;-;-
theroes;Thunder Heroes;2001;Primetec Investments;YES;-;NO;-;-
wiggie;Wiggie Waggie;1994;Promat;YES;-;NO;-;-
mjgtaste;Mahjong G-Taste;2002;Psikyo;YES;-;NO;-;-
hotgmcki;Mahjong Hot Gimmick Integral (Japan);2001;Psikyo;YES;-;NO;-;-
sbomber;Space Bomber (ver. B);1998;Psikyo;YES;-;NO;-;-
hotgmck;Taisen Hot Gimmick (Japan);1997;Psikyo;YES;-;NO;-;-
hotgmck3;Taisen Hot Gimmick 3 Digital Surfing (Japan);1999;Psikyo;YES;-;NO;-;-
hotgm4ev;Taisen Hot Gimmick 4 Ever (Japan);2000;Psikyo;YES;-;NO;-;-
hgkairak;Taisen Hot Gimmick Kairakuten (Japan);1998;Psikyo;YES;-;NO;-;-
hotdebut;Quiz de Idol! Hot Debut (Japan);2000;Psikyo / Moss;YES;-;NO;-;-
bgaregga;Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996);1996;Raizing / 8ing;YES;-;NO;-;-
kinst;Killer Instinct (ver. 1.5);1994/1995;Rare/Nintendo;YES;-;NO;-;-
kinst2;Killer Instinct II (ver. 1.4);1994/1995;Rare/Nintendo;YES;-;NO;-;-
dynagear;Dyna Gear;1993;Sammy;YES;-;NO;-;-
hypreact;Mahjong Hyper Reaction (Japan);1995;Sammy;YES;-;NO;-;-
hypreac2;Mahjong Hyper Reaction 2 (Japan);1997;Sammy;YES;-;NO;-;-
meosism;Meosis Magic (Japan);1996?;Sammy;YES;-;NO;-;-
sxyreact;Pachinko Sexy Reaction (Japan);1998;Sammy;YES;-;NO;-;-
sxyreac2;Pachinko Sexy Reaction 2 (Japan);1999;Sammy;YES;-;NO;-;-
robowres;Robo Wres 2001;1986;Sanritsu / Sega;YES;-;NO;-;-
alibaba;Ali Baba and 40 Thieves;1982;Sega;YES;-;NO;-;-
calorie;Calorie Kun vs Moguranian;1986;Sega;YES;-;NO;-;-
choplift;Choplifter (8751 315-5151) [The (unprotected) or (bootleg) versions work fine.];1985;Sega;YES;-;NO;-;-
desertbr;Desert Breaker (World, FD1094 317-0196);1992;Sega;YES;-;NO;-;-
ddux;Dynamite Dux (set 2, FD1094 317-0096);1989;Sega;YES;-;NO;-;-
lastsurv;Last Survivor (FD1094 317-0083);1987;Sega;YES;-;NO;-;-
mwalk;Michael Jackson's Moonwalker (set 3, World, FD1094/8751 317-0159);1990;Sega;YES;-;NO;-;-
quartet;Quartet (Rev A, 8751 317-unknown);1986;Sega;YES;-;NO;-;-
sonicbom;Sonic Boom (FD1094 317-0053);1987;Sega;YES;-;NO;-;-
tetrisse;Tetris (Japan, System E);1988;Sega;YES;-;NO;-;-
fantzn2x;Fantasy Zone II - The Tears of Opa-Opa (System 16C);2008;Sega / M2;YES;-;NO;-;-
combh;Combat Hawk;1987;Sega / Sanritsu;YES;-;NO;-;-
hamaway;Hammer Away (prototype) [Prototype];1992;Sega / Santos;YES;-;NO;-;-
blockgal;Block Gal (MC-8123B, 317-0029);1987;Sega / Vic Tokai;YES;-;NO;-;-
metlfrzr;Metal Freezer;1989;Seibu;YES;-;NO;-;-
raidendx;Raiden DX (UK);1994;Seibu Kaihatsu;YES;-;NO;-;-
r2dx_v33;Raiden II New / Raiden DX (newer V33 PCB) (Raiden DX EEPROM) [Terrible sound quality is normal for this game, use Raiden DX instead!];1996;Seibu Kaihatsu;YES;-;NO;-;-
dbldynj;The Double Dynamites (Japan, 13NOV89);1989;Seibu Kaihatsu;YES;-;NO;-;-
zeroteam;Zero Team USA (set 1, US, Fabtek license) [Unemulated protection];1993;Seibu Kaihatsu;YES;-;NO;-;-
baryon;Baryon - Future Assault (set 1);1997;SemiCom;YES;-;NO;-;-
chokchok;Choky! Choky!;1995;SemiCom;YES;-;NO;-;-
cookbib;Cookie & Bibi (set 1);1995;SemiCom;YES;-;NO;-;-
cookbib3;Cookie & Bibi 3;1997;SemiCom;YES;-;NO;-;-
cutefght;Cute Fighter;1998;SemiCom;YES;-;NO;-;-
dquizgo;Date Quiz Go Go (Korea);1998;SemiCom;YES;-;NO;-;-
dreamwld;Dream World;2000;SemiCom;YES;-;NO;-;-
semibase;MuHanSeungBu (SemiCom Baseball) (Korea);1997;SemiCom;YES;-;NO;-;-
pzlbreak;Puzzle Break;1997;SemiCom;YES;-;NO;-;-
sdfight;SD Fighters (Korea);1996;SemiCom;YES;-;NO;-;-
toppyrap;Toppy & Rappy;1996;SemiCom;YES;-;NO;-;-
twinkle;Twinkle;1997;SemiCom;YES;-;NO;-;-
wondl96;Wonder League '96 (Korea);1995;SemiCom;YES;-;NO;-;-
moremore;More More;1999;SemiCom / Exit;YES;-;NO;-;-
rolcrush;Rolling Crush (version 1.07.E - 1999/02/11, Trust license);1999;SemiCom / Exit (Trust license);YES;-;NO;-;-
gaialast;Gaia - The Last Choice of Earth;1999;SemiCom / XESS;YES;-;NO;-;-
quizo;Quiz Olympic (set 1);1985;Seoul Coin Corp.;YES;-;NO;-;-
srmp7;Super Real Mahjong P7 (Japan) [No sound.];1997;Seta;YES;-;NO;-;-
srmp4;Super Real Mahjong PIV (Japan);1993;Seta;YES;-;NO;-;-
streakng;Streaking (set 1) [Bad Colours];1981;Shoei;YES;-;NO;-;-
luctoday;Lucky Today [Bad colours];1980;Sigma;YES;-;NO;-;-
sub;Submarine (Sigma);1985;Sigma Enterprises Inc.;YES;-;NO;-;-
superbon;Agent Super Bond (scobra hardware) [Bad Colours];1985;Signaton USA;YES;-;NO;-;-
canvas;Canvas Croquis;1985;SNK;YES;-;NO;-;-
tnextspc;The Next Space (set 1);1989;SNK;YES;-;NO;-;-
meijinsn;Meijinsen;1986;SNK Electronics corp.;YES;-;NO;-;-
ms5pcb;Metal Slug 5 (JAMMA PCB);2003;SNK Playmore;YES;-;NO;-;-
svcpcb;SNK vs. Capcom - SVC Chaos (JAMMA PCB, set 1);2003;SNK Playmore;YES;-;NO;-;-
toto;Come Back Toto;1996;SoftClub;YES;-;NO;-;-
dambustr;Dambusters (US, set 1);1981;South West Research;YES;-;NO;-;-
racknrol;Rack + Roll;1986;Status (Shinkai License);YES;-;NO;-;-
crazyfgt;Crazy Fight;1996;Subsino;YES;-;NO;-;-
bestbest;Best Of Best;1994;SunA;YES;-;NO;-;-
sunaq;SunA Quiz 6000 Academy (940620-6);1994;SunA;YES;-;NO;-;-
rumba;Rumba Lumber;1984;Taito;YES;-;NO;-;-
ttmahjng;T.T Mahjong;1980;Taito;YES;-;NO;-;-
