name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof
exzisusa;Exzisus (Japan, conversion);1987;Taito Corporation;NO;exzisus;YES;exzisus;-
exzisust;Exzisus (TAD license);1987;Taito Corporation (TAD license);NO;exzisus;YES;exzisus;-
eyesb;Eyes (bootleg set 1) [Bootleg];1982;bootleg;NO;eyes;YES;eyes;-
eyeszacb;Eyes (bootleg set 2, decrypted) [Bootleg];1982;bootleg;NO;eyes;YES;eyes;-
f1dreamba;F-1 Dream (bootleg, set 2) [Bootleg];1988;bootleg;NO;f1dream;YES;f1dream;-
falconz;Falcon (bootleg of Phoenix) (Z80 CPU);1980;bootleg;NO;phoenix;YES;phoenix;-
fantasia;Fantasia (940429 PCB, set 1);1994;Comad / New Japan System;YES;-;NO;-;-
fantasiaa;Fantasia (940307 PCB);1994;Comad / New Japan System;NO;fantasia;YES;fantasia;-
fantasiab;Fantasia (940429 PCB, set 2);1994;Comad / New Japan System;NO;fantasia;YES;fantasia;-
fantasian;Fantasia (940803 PCB);1994;Comad / New Japan System;NO;fantasia;YES;fantasia;-
fantastc;Fantastic (Galaga conversion on Galaxian hardware);198?;Taito do Brasil;YES;-;NO;-;-
fantlanda;Fantasy Land (set 2);19??;Electronic Devices Italy;NO;fantland;YES;fantland;-
fantsia2;Fantasia II (Explicit);1997;Comad;YES;-;NO;-;-
fantsia2a;Fantasia II (Less Explicit);1997;Comad;NO;fantsia2;YES;fantsia2;-
fantsia2n;Fantasia II (1998);1998;Comad;NO;fantsia2;YES;fantsia2;-
fantsy95;Fantasy '95;1995;Hi-max Technology Inc.;NO;newfant;YES;newfant;-
fantzn2x;Fantasy Zone II - The Tears of Opa-Opa (System 16C);2008;Sega / M2;YES;-;NO;-;-
fantzn2xp;Fantasy Zone II - The Tears of Opa-Opa (System 16C, prototype);2008;Sega / M2;NO;fantzn2x;YES;fantzn2x;-
fantzn2xps2;Fantasy Zone II - The Tears of Opa-Opa (System 16C, PS2 data file);2008;Sega / M2;NO;fantzn2x;YES;fantzn2x;-
fantznta;Fantasy Zone Time Attack (System 16B, PS2 data file);2008;Sega;NO;fantzn2x;YES;fantzn2x;-
fantzone1;Fantasy Zone (unprotected);1986;Sega;NO;fantzone;YES;fantzone;-
fantzonep;Fantasy Zone (317-5000);1986;Sega;NO;fantzone;YES;fantzone;-
fantzoneta;Fantasy Zone (Time Attack, bootleg);2008;Sega;NO;fantzone;YES;fantzone;-
farmer;Farmers Rebellion;1985;Sun Electronics;NO;ikki;YES;ikki;-
fatfurspa;Fatal Fury Special / Garou Densetsu Special (set 2)(NGM-058)(NGH-058);1993;SNK;NO;fatfursp;YES;fatfursp;-
fatfury2a;Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai (NGM-047);1992;SNK;NO;fatfury2;YES;fatfury2;-
fatfury3a;Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai (NGM-069)(NGH-069) (alternate set);1995;SNK;NO;fatfury3;YES;fatfury3;-
fball;Fire Ball (FM Work) [Black Bar on the left side is normal.];1992;FM Work;YES;-;NO;-;-
fcrash;Final Crash (bootleg (with 2xYM2203 + 2xMSM5205)) [Bootleg];1990;Playmark;NO;ffight;YES;ffight;-
fenix;Fenix (bootleg of Phoenix);1980;bootleg;NO;phoenix;YES;phoenix;-
feversos;Fever SOS (International, ver. 98/09/25);1998;Cave / Nihon System inc.;YES;-;NO;-;-
ffantasya;Fighting Fantasy (Japan);1989;Data East Corpotation;NO;hippodrm;YES;hippodrm;-
ffantasyb;Fighting Fantasy (Japan revision ?);1989;Data East Corpotation;NO;hippodrm;YES;hippodrm;-
ffantasyj;Fighting Fantasy (Japan revision 2);1989;Data East Corpotation;NO;hippodrm;YES;hippodrm;-
ffighta;Final Fight (World, set 2);1989;Capcom;NO;ffight;YES;ffight;-
ffightbl;Final Fight (bootleg set 1 (with 2xYM2203 + 2xMSM5205), World) [Bootleg];1990;bootleg;NO;ffight;YES;ffight;-
ffightbla;Final Fight (bootleg set 2 (with 2xYM2203 + 2xMSM5205), World)) [Bootleg];1990;bootleg;NO;ffight;YES;ffight;-
ffightj2;Final Fight (900305 Japan);1989;Capcom;NO;ffight;YES;ffight;-
ffightj3;Final Fight (900613 Japan);1989;Capcom;NO;ffight;YES;ffight;-
ffightjh;Street Smart / Final Fight (Japan, hack);1989;Capcom;NO;ffight;YES;ffight;-
ffightu1;Final Fight (USA, set 2);1989;Capcom;NO;ffight;YES;ffight;-
ffightu2;Final Fight (USA, set 3);1989;Capcom;NO;ffight;YES;ffight;-
ffightua;Final Fight (900112 USA);1989;Capcom;NO;ffight;YES;ffight;-
ffightub;Final Fight (900424 USA);1989;Capcom;NO;ffight;YES;ffight;-
ffightuc;Final Fight (900613 USA);1989;Capcom;NO;ffight;YES;ffight;-
fghtbskt;Fighting Basketball;1984;Paradise Co. Ltd.;YES;-;NO;-;-
fightfeva;Fight Fever (set 2);1994;Viccom;NO;fightfev;YES;fightfev;-
finalbu;Final Blow (US);1988;Taito America Corporation;NO;finalb;YES;finalb;-
finalizrb;Finalizer - Super Transformation (bootleg) [Bootleg];1985;bootleg;NO;finalizr;YES;finalizr;-
finalttr;Final Tetris;1993;Jeil Computer System;YES;-;NO;-;-
firehawk;Fire Hawk (horizontal);2001;ESD;NO;spec2k;YES;spec2k;-
fireshrka;Fire Shark (Earlier);1989;Toaplan;NO;fireshrk;YES;fireshrk;-
fireshrkd;Fire Shark (Korea, set 1, easier);1990;Toaplan (Dooyong license);NO;fireshrk;YES;fireshrk;-
fireshrkdh;Fire Shark (Korea, set 2, harder);1990;Toaplan (Dooyong license);NO;fireshrk;YES;fireshrk;-
firetrapa;Fire Trap (US, set 2);1986;Wood Place Inc. (Data East USA license);NO;firetrap;YES;firetrap;-
firetrapbl;Fire Trap (Japan bootleg) [Bootleg];1986;bootleg;NO;firetrap;YES;firetrap;-
firetrapj;Fire Trap (Japan);1986;Wood Place Inc.;NO;firetrap;YES;firetrap;-
fitegolf2;Fighting Golf (US, Ver 2);1988;SNK;NO;fitegolf;YES;fitegolf;-
fitegolfu;Fighting Golf (US);1988;SNK;NO;fitegolf;YES;fitegolf;-
fixeighta;FixEight (Southeast Asia);1992;Toaplan;NO;fixeight;YES;fixeight;-
fixeightat;FixEight (Southeast Asia, Taito license);1992;Toaplan;NO;fixeight;YES;fixeight;-
fixeighth;FixEight (Hong Kong);1992;Toaplan;NO;fixeight;YES;fixeight;-
fixeightht;FixEight (Hong Kong, Taito license);1992;Toaplan;NO;fixeight;YES;fixeight;-
fixeightj;FixEight (Japan);1992;Toaplan;NO;fixeight;YES;fixeight;-
fixeightjt;FixEight (Japan, Taito license);1992;Toaplan;NO;fixeight;YES;fixeight;-
fixeightk;FixEight (Korea);1992;Toaplan;NO;fixeight;YES;fixeight;-
fixeightkt;FixEight (Korea, Taito license);1992;Toaplan;NO;fixeight;YES;fixeight;-
fixeightt;FixEight (Europe, Taito license);1992;Toaplan;NO;fixeight;YES;fixeight;-
fixeighttw;FixEight (Taiwan);1992;Toaplan;NO;fixeight;YES;fixeight;-
fixeighttwt;FixEight (Taiwan, Taito license);1992;Toaplan;NO;fixeight;YES;fixeight;-
fixeightu;FixEight (USA);1992;Toaplan;NO;fixeight;YES;fixeight;-
fixeightut;FixEight (USA, Taito license);1992;Toaplan;NO;fixeight;YES;fixeight;-
flagrall;'96 Flag Rally;1996;unknown;YES;-;NO;-;-
flashgala;Flashgal (set 2);1985;Sega;NO;flashgal;YES;flashgal;-
flashgalk;Flashgal (set 1, Kyugo logo);1985;Sega;NO;flashgal;YES;flashgal;-
flickya;Flicky (128k Version, 315-5051, larger roms));1984;Sega;NO;flicky;YES;flicky;-
flickyg;Flicky (128k Version, System 2, 315-5051, alt graphics);1984;Sega;NO;flicky;YES;flicky;-
flickys1;Flicky (64k Version, 315-5051, set 2);1984;Sega;NO;flicky;YES;flicky;-
flickys2;Flicky (128k Version, not encrypted);1984;Sega;NO;flicky;YES;flicky;-
flickys2g;Flicky (128k Version, System 2, not encrypted, alt graphics);1984;Sega;NO;flicky;YES;flicky;-
flipull;Flipull (Japan);1989;Taito Corporation;NO;plotting;YES;plotting;-
flytiger;Flying Tiger (set 1);1992;Dooyong;YES;-;NO;-;-
flytigera;Flying Tiger (set 2);1992;Dooyong;NO;flytiger;YES;flytiger;-
fnshark;Flyin' Shark (bootleg of Hishou Zame) [Bootleg];1987;bootleg;NO;fshark;YES;fshark;-
forcebrk;Force Break (bootleg) [Bootleg];1986;bootleg;NO;brkthru;YES;brkthru;-
forgottna;Forgotten Worlds (World);1988;Capcom;NO;forgottn;YES;forgottn;-
forgottnu;Forgotten Worlds (US, B-Board 88621B-2, rev C);1988;Capcom;NO;forgottn;YES;forgottn;-
forgottnua;Forgotten Worlds (US, B-Board 88618B-2, rev A);1988;Capcom;NO;forgottn;YES;forgottn;-
forgottnuaa;Forgotten Worlds (US, B-Board 88618B-2, rev AA);1988;Capcom;NO;forgottn;YES;forgottn;-
forgottnuc;Forgotten Worlds (US, B-Board 88618B-2, Rev C);1988;Capcom;NO;forgottn;YES;forgottn;-
forgottnue;Forgotten Worlds (US, B-Board 88618B-2, Rev E);1988;Capcom;NO;forgottn;YES;forgottn;-
fpoint1;Flash Point (set 1, Japan, FD1094 317-0127A);1989;Sega;NO;fpoint;YES;fpoint;-
fpoint1d;Flash Point (set 1, Japan, FD1094 317-0127A decrypted) [Bootleg];1989;Sega;NO;fpoint;YES;fpoint;-
fpointd;Flash Point (set 2, Japan, FD1094 317-0127A decrypted) [Bootleg];1989;Sega;NO;fpoint;YES;fpoint;-
freekicka;Free Kick (NS6201-A 1987.9);1987;Nihon System;NO;freekick;YES;freekick;-
freekickb1;Free Kick (bootleg set 1);1987;bootleg;NO;freekick;YES;freekick;-
freekickb3;Free Kick (bootleg set 3);1987;bootleg;NO;freekick;YES;freekick;-
friskytb;Frisky Tom (set 3, encrypted) [Broken, please use parent romset!];1981;Nichibutsu;NO;friskyt;YES;friskyt;-
frogf;Frog (Falcon bootleg) [Bootleg];1981;bootleg;NO;frogger;YES;frogger;-
froggermc;Frogger (Moon Cresta hardware) [No Sound];1981;Konami (Sega license);NO;frogger;YES;frogger;-
froggers1;Frogger (Sega set 1);1981;Konami (Sega license);NO;frogger;YES;frogger;-
froggers2;Frogger (Sega set 2);1981;Konami (Sega license);NO;frogger;YES;frogger;-
froggers3;Frogger (Sega set 3);1981;Konami (Sega license);NO;frogger;YES;frogger;-
froggrs;Frogger (Scramble hardware);1981;Coin Music;NO;frogger;YES;frogger;-
froman2b;Idol Mahjong - final romance 2 (Neo CD Conversion) [Hack];1995;hack;YES;neogeo;NO;-;-
fsoccer;Fighting Soccer (version 4);1988;SNK;YES;-;NO;-;-
fsoccerb;Fighting Soccer (Joystick hack bootleg);1988;bootleg;NO;fsoccer;YES;fsoccer;-
fsoccerba;Fighting Soccer (Joystick hack bootleg, alt);1988;bootleg;NO;fsoccer;YES;fsoccer;-
fsoccerj;Fighting Soccer (Japan);1988;SNK;NO;fsoccer;YES;fsoccer;-
fstarfrcj;Final Star Force (Japan);1992;Tecmo;NO;fstarfrc;YES;fstarfrc;-
fswords;Fighters Swords (Korean release of Samurai Shodown III);1995;SNK;NO;samsho3;YES;samsho3;-
funkybeeb;Funky Bee (bootleg, harder);1982;bootleg;NO;funkybee;YES;funkybee;-
funkyjeta;Funky Jet (World);1992;[Data East] (Mitchell license);NO;funkyjet;YES;funkyjet;-
funkyjetj;Funky Jet (Japan, rev 2);1992;Data East Corporation;NO;funkyjet;YES;funkyjet;-
funybubl;Funny Bubble;1999;In Chang Electronic Co;YES;-;NO;-;-
funybublc;Funny Bubble (Comad version);1999;Comad Industry Co Ltd;NO;funybubl;YES;funybubl;-
fx;F-X [Bootleg];1986;bootleg;NO;srdmissn;YES;srdmissn;-
fxa;F-X (alternate set) [Bootleg];1986;bootleg;NO;srdmissn;YES;srdmissn;-
gaialast;Gaia - The Last Choice of Earth;1999;SemiCom / XESS;YES;-;NO;-;-
gaiapolsj;Gaiapolis (ver JAF);1993;Konami;NO;gaiapols;YES;gaiapols;-
gaiapolsu;Gaiapolis (ver UAF);1993;Konami;NO;gaiapols;YES;gaiapols;-
galaga3c;Galaga 3 (set 4);1984;Namco;NO;gaplus;YES;gaplus;gaplus
galaga88a;Galaga '88 (02-03-88);1987;Namco;NO;galaga88;YES;galaga88;-
galaga88j;Galaga '88 (Japan);1987;Namco;NO;galaga88;YES;galaga88;-
galagamf;Galaga (Midway set 1 with fast shoot hack);1981;Namco (Midway License);NO;galaga;YES;galaga;galaga
galagamk;Galaga (Midway set 2);1981;Namco (Midway License);NO;galaga;YES;galaga;galaga
galagao;Galaga (Namco);1981;Namco;NO;galaga;YES;galaga;galaga
galaxbsf;Galaxian (bootleg, set 1) [Bootleg];1979;bootleg;NO;galaxian;YES;galaxian;-
galaxiana;Galaxian (Namco set 2);1979;Namco;NO;galaxian;YES;galaxian;-
galaxianbl;Galaxian (bootleg, set 2) [Bootleg];1979;bootleg;NO;galaxian;YES;galaxian;-
galaxiani;Galaxian (Irem);1979;bootleg? (Irem);NO;galaxian;YES;galaxian;-
galaxianm;Galaxian (Midway set 1);1979;Namco (Midway license);NO;galaxian;YES;galaxian;-
galaxianmo;Galaxian (Midway set 2);1979;Namco (Midway license);NO;galaxian;YES;galaxian;-
galaxiant;Galaxian (Taito);1979;Namco (Taito license);NO;galaxian;YES;galaxian;-
galaxrf;Galaxian (Recreativos Franco S.A. Spanish bootleg);1980;bootleg (Recreativos Franco S.A.);NO;galaxian;YES;galaxian;-
galaxrfgg;Galaxian Growing Galaxip / Galaxian Nave Creciente (Recreativos Franco S.A. Spanish bootleg);1980;bootleg (Recreativos Franco S.A.);NO;galaxian;YES;galaxian;-
galemp;Galaxy Empire (bootleg?) [Bootleg];1980;bootleg (Taito do Brasil);NO;uniwars;YES;uniwars;-
galhustl;Gals Hustler;1997;ACE International;NO;pgalvip;YES;pgalvip;-
galivan3;Cosmo Police Galivan (12/11/1985);1985;Nichibutsu;NO;galivan;YES;galivan;-
galpani4;Gals Panic 4 (Japan);1996;Kaneko;YES;skns;NO;-;-
galpani4k;Gals Panic 4 (Korea);1996;Kaneko;NO;galpani4;YES;galpani4;-
galpanic;Gals Panic (Unprotected);1990;Kaneko;YES;-;NO;-;-
galpanidx;Gals Panic DX (Asia);2001;Kaneko;NO;galpani4;YES;galpani4;-
galpanis;Gals Panic S - Extra Edition (Europe);1997;Kaneko;YES;skns;NO;-;-
galpanisj;Gals Panic S - Extra Edition (Japan);1997;Kaneko;NO;galpanis;YES;galpanis;-
galpanisk;Gals Panic S - Extra Edition (Korea);1997;Kaneko;NO;galpanis;YES;galpanis;-
galpans2;Gals Panic S2 (Europe);1999;Kaneko;YES;skns;NO;-;-
galpans2a;Gals Panic S2 (Asia);1999;Kaneko;NO;galpans2;YES;galpans2;-
galpans2j;Gals Panic S2 (Japan);1999;Kaneko;NO;galpans2;YES;galpans2;-
galpans3;Gals Panic S3 (Japan);2002;Kaneko;YES;skns;NO;-;-
galpansu;Gals Panic SU (Korea);1999;Kaneko;NO;galpans2;YES;galpans2;-
galspnbl;Gals Pinball;1996;Comad;YES;-;NO;-;-
ganbare;Ganbare! Marine Kun (Marine 2K0411 JPN);2000;Capcom;YES;-;NO;-;-
gangonta;Ganbare! Gonta!! 2 / Party Time: Gonta the Diver II (Japan Release);1995;Mitchell;NO;prtytime;YES;prtytime;-
gangwarsb;Gang Wars (bootleg) [Bootleg];1989;bootleg;NO;gangwars;YES;gangwars;-
gangwarsj;Gang Wars (Japan);1989;Alpha Denshi Co.;NO;gangwars;YES;gangwars;-
gangwarsu;Gang Wars (US);1989;Alpha Denshi Co.;NO;gangwars;YES;gangwars;-
gaplusd;Gaplus (GP2 rev D, alternate hardware);1984;Namco;NO;gaplus;YES;gaplus;gaplus
gaplust;Gaplus (Tecfri PCB) [Bootleg];1992;bootleg (Tecfri);NO;gaplus;YES;gaplus;gaplus
garogun;Garogun Seroyang (Korea);2000;Yun Sung;YES;-;NO;-;-
garoubl;Garou - Mark of the Wolves (bootleg) [Bootleg];1999;bootleg;NO;garou;YES;garou;-
garouh;Garou - Mark of the Wolves (NGM-2530) (NGH-2530);1999;SNK;NO;garou;YES;garou;-
gatedoom1;Gate of Doom (US revision 1);1990;Data East Corporation;NO;darkseal;YES;darkseal;-
gaunt22p1;Gauntlet II (2 Players, rev 1);1986;Atari Games;NO;gaunt2;YES;gaunt2;-
gaunt22pg;Gauntlet II (2 Players, German);1986;Atari Games;NO;gaunt2;YES;gaunt2;-
gauntlet2p;Gauntlet (2 Players, rev 6);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntlet2pg;Gauntlet (2 Players, German, rev 4);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntlet2pg1;Gauntlet (2 Players, German, rev 1);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntlet2pj;Gauntlet (2 Players, Japanese, rev 5);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntlet2pj2;Gauntlet (2 Players, Japanese rev 2);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntlet2pr3;Gauntlet (2 Players, rev 3);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntletg;Gauntlet (German, rev 10);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntletgr3;Gauntlet (German, rev 3);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntletgr6;Gauntlet (German, rev 6);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntletgr8;Gauntlet (German, rev 8);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntletj;Gauntlet (Japanese, rev 13);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntletj12;Gauntlet (Japanese, rev 12);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntletr1;Gauntlet (rev 1);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntletr2;Gauntlet (rev 2);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntletr4;Gauntlet (rev 4);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntletr5;Gauntlet (rev 5);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntletr7;Gauntlet (rev 7);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntletr9;Gauntlet (rev 9);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gauntlets;Gauntlet (Spanish, rev 15);1985;Atari Games;NO;gauntlet;YES;gauntlet;-
gbustersa;Gang Busters (set 2);1988;Konami;NO;gbusters;YES;gbusters;-
gdfs;Mobil Suit Gundam Final Shooting (Japan);1995;Banpresto;YES;-;NO;-;-
gekiridn;Gekirindan (Ver 2.3O 1995/09/21);1995;Taito Corporation;YES;-;NO;-;-
gekiridnj;Gekirindan (Ver 2.3J 1995/09/21);1995;Taito Corporation;NO;gekiridn;YES;gekiridn;-
geminib;Gemini Wing (World, bootleg) [Bootleg];1987;Tecmo;NO;gemini;YES;gemini;-
getstarb1;Get Star (bootleg, set 1) [Bootleg];1986;bootleg;NO;grdian;YES;grdian;-
getstarb2;Get Star (bootleg, set 2) [Bootleg];1986;bootleg;NO;grdian;YES;grdian;-
gforce2;Galaxy Force 2;1988;Sega;YES;-;NO;-;-
gforce2j;Galaxy Force 2 (Japan);1988;Sega;NO;gforce2;YES;gforce2;-
gforce2ja;Galaxy Force 2 (Japan, Rev A);1988;Sega;NO;gforce2;YES;gforce2;-
gforce2sd;Galaxy Force 2 (Super Deluxe unit);1988;Sega;NO;gforce2;YES;gforce2;-
ghostb2a;The Real Ghostbusters (US 2 Players);1987;Data East USA;NO;ghostb;YES;ghostb;-
ghostbi;Ghost Busters (Intro demo) [Demo, You must use the Universe BIOS and set region to Japan AES];2009;Sergi;YES;neogeo;NO;-;-
ghostlop;Ghostlop (prototype) [Prototype];1996;Data East Corporation;YES;neogeo;NO;-;-
ghoxj;Ghox (joystick) [No Sound (undumped MCU)];1991;Toaplan;NO;ghox;YES;ghox;ghox
gigaman2;Gigaman 2: The Power Fighters (bootleg) [Bootleg, No Sound (MCU not dumped)];1996;bootleg;NO;megaman2;YES;megaman2;-
gigandesa;Gigandes (earlier);1989;East Technology;NO;gigandes;YES;gigandes;-
gigas;Gigas (MC-8123, 317-5002) [Please use gigasb instead!];1986;SEGA;YES;-;NO;-;-
gigawinga;Giga Wing (990222 Asia);1999;Capcom;NO;gigawing;YES;gigawing;-
gigawingb;Giga Wing (990222 Brazil);1999;Capcom;NO;gigawing;YES;gigawing;-
gigawingd;Giga Wing (990222 USA Phoenix Edition) [Bootleg];1999;bootleg;NO;gigawing;YES;gigawing;-
gigawingh;Giga Wing (990222 Hispanic);1999;Capcom;NO;gigawing;YES;gigawing;-
gigawingj;Giga Wing (990223 Japan);1999;Capcom;NO;gigawing;YES;gigawing;-
gigawingjd;Giga Wing (990223 Japan Phoenix Edition) [Bootleg];1999;bootleg;NO;gigawing;YES;gigawing;-
gijoea;G.I. Joe (World, EB8, prototype?);1992;Konami;NO;gijoe;YES;gijoe;-
ginganina;Ginga NinkyouDen (set 2);1987;Jaleco;NO;ginganin;YES;ginganin;-
gloc;G-LOC Air Battle (World);1990;Sega;YES;-;NO;-;-
glocr360;G-LOC R360;1990;Sega;NO;gloc;YES;gloc;-
glocu;G-LOC Air Battle (US);1990;Sega;NO;gloc;YES;gloc;-
gngbl;Ghosts'n Goblins (bootleg with Cross) [Bootleg];1985;bootleg;NO;gng;YES;gng;-
gngbla;Ghosts'n Goblins (bootleg, harder) [Bootleg];1985;bootleg;NO;gng;YES;gng;-
gngblita;Ghosts'n Goblins (Italian bootleg, harder) [Bootleg];1985;bootleg;NO;gng;YES;gng;-
gngc;Ghosts'n Goblins (World Revision C);1985;Capcom;NO;gng;YES;gng;-
gngprot;Ghosts'n Goblins (prototype);1985;Capcom;NO;gng;YES;gng;-
gogold;Go For The Gold (Japan);1988;Taito Corporation;NO;recordbr;YES;recordbr;-
gogomileo;Susume! Mile Smile / Go Go! Mile Smile (older);1995;Fuuki;NO;gogomile;YES;gogomile;-
goldmedla;Gold Medalist (set 2);1988;SNK;NO;goldmedl;YES;goldmedl;-
goldmedlb;Gold Medalist (bootleg) [Bootleg];1988;bootleg;NO;goldmedl;YES;goldmedl;-
goldnaxe1;Golden Axe (set 1, World, FD1094 317-0110);1989;Sega;NO;goldnaxe;YES;goldnaxe;-
goldnaxe1d;Golden Axe (set 1, World, FD1094 317-0110 decrypted) [Bootleg];1989;Sega;NO;goldnaxe;YES;goldnaxe;-
goldnaxe2;Golden Axe (set 2, US, 8751 317-0112);1989;Sega;NO;goldnaxe;YES;goldnaxe;-
goldnaxe3;Golden Axe (set 3, World, FD1094 317-0120);1989;Sega;NO;goldnaxe;YES;goldnaxe;-
goldnaxe3d;Golden Axe (set 3, World, FD1094 317-0120 decrypted) [Bootleg];1989;Sega;NO;goldnaxe;YES;goldnaxe;-
goldnaxej;Golden Axe (set 4, Japan, FD1094 317-0121);1989;Sega;NO;goldnaxe;YES;goldnaxe;-
goldnaxejd;Golden Axe (set 4, Japan, FD1094 317-0121 decrypted) [Bootleg];1989;Sega;NO;goldnaxe;YES;goldnaxe;-
goldnaxeu;Golden Axe (set 5, US, FD1094 317-0122);1989;Sega;NO;goldnaxe;YES;goldnaxe;-
goldnaxeud;Golden Axe (set 5, US, FD1094 317-0122 decrypted) [Bootleg];1989;Sega;NO;goldnaxe;YES;goldnaxe;-
gpilotsh;Ghost Pilots (NGH-020)(US);1991;SNK;NO;gpilots;YES;gpilots;-
gprider;GP Rider (World, FD1094 317-0163) (Twin setup) [Single version only];1990;Sega;YES;-;NO;-;-
gpriderj;GP Rider (Japan, FD1094 317-0161) (Twin setup) [Single version only];1990;Sega;NO;gprider;YES;gprider;-
gpriderjs;GP Rider (Japan, FD1094 317-0161);1990;Sega;NO;gprider;YES;gprider;-
gpriders;GP Rider (World, FD1094 317-0163);1990;Sega;NO;gprider;YES;gprider;-
gprideru;GP Rider (US, FD1094 317-0162) (Twin setup) [Single version only];1990;Sega;NO;gprider;YES;gprider;-
gpriderus;GP Rider (US, FD1094 317-0162);1990;Sega;NO;gprider;YES;gprider;-
gradius2a;Gradius II - GOFER no Yabou (Japan Old ver.);1988;Konami;NO;vulcan;YES;vulcan;-
gradius2b;Gradius II - GOFER no Yabou (Japan Older ver.);1988;Konami;NO;vulcan;YES;vulcan;-
gradius3a;Gradius III (Asia);1989;Konami;NO;gradius3;YES;gradius3;-
gradius3j;Gradius III (Japan, program code S);1989;Konami;NO;gradius3;YES;gradius3;-
gradius3js;Gradius III (Japan, program code S, split);1989;Konami;NO;gradius3;YES;gradius3;-
grasspin;Grasspin;1983;[Zilec Electronics] Jaleco;YES;-;NO;-;-
grdian;Guardian;1986;Toaplan / Taito America Corporation (Kitkorp license);YES;-;NO;-;-
grdnstrmg;Guardian Storm (Germany);1998;Afega;NO;grdnstrm;YES;grdnstrm;-
grdnstrmj;Sen Jing - Guardian Storm (Japan);1998;Afega;NO;grdnstrm;YES;grdnstrm;-
grdnstrmk;Jeon Sin - Guardian Storm (Korea);1998;Afega;NO;grdnstrm;YES;grdnstrm;-
grdnstrmv;Guardian Storm (vertical);1998;Afega (Apples Industries license);NO;grdnstrm;YES;grdnstrm;-
griffon;Griffon (bootleg of Phoenix);1980;bootleg (Videotron);NO;phoenix;YES;phoenix;-
grindstma;Grind Stormer (older set);1992;Toaplan GP9001 based;NO;grindstm;YES;grindstm;-
growla;Growl (World);1990;Taito America Japan;NO;growl;YES;growl;-
gryzor1;Gryzor (Set 2);1987;Konami;NO;contra;YES;contra;-
gteikokub;Gingateikoku No Gyakushu (bootleg set 1) [Bootleg];1980;bootleg;NO;uniwars;YES;uniwars;-
gteikokub2;Gingateikoku No Gyakushu (bootleg set 2) [Bootleg];1980;bootleg;NO;uniwars;YES;uniwars;-
gtmr2a;Mille Miglia 2: Great 1000 Miles Rally (95/04/04);1995;Kaneko;NO;gtmr2;YES;gtmr2;-
gtmr2u;Great 1000 Miles Rally 2 USA (95/05/18);1995;Kaneko;NO;gtmr2;YES;gtmr2;-
gtmra;1000 Miglia: Great 1000 Miles Rally (94/06/13);1994;Kaneko;NO;gtmr;YES;gtmr;-
gtmrb;1000 Miglia: Great 1000 Miles Rally (94/05/26);1994;Kaneko;NO;gtmr;YES;gtmr;-
gtmro;1000 Miglia: Great 1000 Miles Rally (94/05/10);1994;Kaneko;NO;gtmr;YES;gtmr;-
gulfstrma;Gulf Storm (set 2);1991;Dooyong;NO;gulfstrm;YES;gulfstrm;-
gulfstrmb;Gulf Storm (set 3);1991;Dooyong;NO;gulfstrm;YES;gulfstrm;-
gulfstrmk;Gulf Storm (Korea);1991;Dooyong;NO;gulfstrm;YES;gulfstrm;-
gulfstrmm;Gulf Storm (Media Shoji);1991;Dooyong (Media Shoji license);NO;gulfstrm;YES;gulfstrm;-
gulfwar2a;Gulf War II (set 2);1991;Comad;NO;gulfwar2;YES;gulfwar2;-
gumbo;Gumbo;1994;Min Corp.;YES;-;NO;-;-
gunball;Gun Ball (Japan);1992;Data East Corporation;NO;nitrobal;YES;nitrobal;-
gundharac;Gundhara (Chinese, bootleg?);1995;Banpresto;NO;gundhara;YES;gundhara;-
gundl94;Gun Dealer '94;1994;Dooyong;YES;-;NO;-;-
gunforcej;Gunforce - Battle Fire Engulfed Terror Island (Japan);1991;Irem;NO;gunforce;YES;gunforce;-
gunforceu;Gunforce - Battle Fire Engulfed Terror Island (US);1991;Irem America;NO;gunforce;YES;gunforce;-
gunfrontj;Gun Frontier (Japan);1990;Taito Corporation;NO;gunfront;YES;gunfront;-
